id,rank,title,score,genre,episodes,members,rating
44634,20002,b'Tai Yi Xian Mo Lu: Ling Fei Ji II',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,273,"{10: 8, 9: 1, 8: 3, 7: 13, 6: 7, 5: 6, 4: 3, 3: 2, 2: 1, 1: 7}"
45040,20003,b'Tai Yi Xian Mo Lu: Ling Fei Ji III',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,292,"{10: 4, 9: 2, 8: 3, 7: 11, 6: 8, 5: 5, 4: 4, 3: 3, 2: 2, 1: 7}"
44634,20002,b'Tai Yi Xian Mo Lu: Ling Fei Ji II',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,273,"{10: 8, 9: 1, 8: 3, 7: 13, 6: 7, 5: 6, 4: 3, 3: 2, 2: 1, 1: 7}"
45040,20003,b'Tai Yi Xian Mo Lu: Ling Fei Ji III',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,292,"{10: 4, 9: 2, 8: 3, 7: 11, 6: 8, 5: 5, 4: 4, 3: 3, 2: 2, 1: 7}"
44634,20002,b'Tai Yi Xian Mo Lu: Ling Fei Ji II',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,273,"{10: 8, 9: 1, 8: 3, 7: 13, 6: 7, 5: 6, 4: 3, 3: 2, 2: 1, 1: 7}"
45040,20003,b'Tai Yi Xian Mo Lu: Ling Fei Ji III',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,292,"{10: 4, 9: 2, 8: 3, 7: 11, 6: 8, 5: 5, 4: 4, 3: 3, 2: 2, 1: 7}"
44634,20002,b'Tai Yi Xian Mo Lu: Ling Fei Ji II',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,273,"{10: 8, 9: 1, 8: 3, 7: 13, 6: 7, 5: 6, 4: 3, 3: 2, 2: 1, 1: 7}"
45040,20003,b'Tai Yi Xian Mo Lu: Ling Fei Ji III',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,292,"{10: 4, 9: 2, 8: 3, 7: 11, 6: 8, 5: 5, 4: 4, 3: 3, 2: 2, 1: 7}"
44634,20002,b'Tai Yi Xian Mo Lu: Ling Fei Ji II',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,273,"{10: 8, 9: 1, 8: 3, 7: 13, 6: 7, 5: 6, 4: 3, 3: 2, 2: 1, 1: 7}"
45040,20003,b'Tai Yi Xian Mo Lu: Ling Fei Ji III',N/A,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']",26,292,"{10: 4, 9: 2, 8: 3, 7: 11, 6: 8, 5: 5, 4: 4, 3: 3, 2: 2, 1: 7}"
46709,20012,b'Taiji Kedou Chengzhang Ji: Baishi Xi Wu Pian',N/A,['Kids'],52,37,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 1}"
47774,20013,b'Taiji Xiao Zi',N/A,"['Martial Arts', 'Kids']",26,64,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 2, 5: 0, 4: 0, 3: 2, 2: 0, 1: 4}"
50388,20014,b'Taiko no Tatsujin Anime Ba-Jon!',N/A,"['Comedy', 'Music', 'Kids']",?,230,"{10: 1, 9: 0, 8: 0, 7: 2, 6: 3, 5: 4, 4: 1, 3: 1, 2: 2, 1: 0}"
35138,20015,b'Taikong Lixianji',N/A,"['Action', 'Sci-Fi', 'Mecha', 'Kids']",26,424,"{10: 7, 9: 4, 8: 1, 7: 4, 6: 3, 5: 9, 4: 5, 3: 2, 2: 3, 1: 4}"
45876,20016,b'Taikong Tejing',N/A,['Kids'],26,40,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 2, 5: 0, 4: 1, 3: 0, 2: 0, 1: 1}"
48260,20017,b'Taikong Xiha Zu',N/A,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",26,128,"{10: 3, 9: 0, 8: 0, 7: 2, 6: 1, 5: 0, 4: 1, 3: 2, 2: 1, 1: 3}"
44842,20018,b'Taikong Xiongmao Lixian Ji',N/A,"['Adventure', 'Fantasy', 'Kids']",1,50,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 3, 5: 0, 4: 0, 3: 0, 2: 0, 1: 2}"
48121,20019,b'Taikong Xiongmao Yingxiong Dansheng',N/A,"['Adventure', 'Fantasy', 'Sci-Fi', 'Kids']",1,111,"{10: 1, 9: 0, 8: 0, 7: 1, 6: 3, 5: 0, 4: 0, 3: 0, 2: 0, 1: 4}"
44844,20020,b'Taikong Xiongmao Yingxiong Guilai',N/A,"['Adventure', 'Fantasy', 'Kids']",1,50,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 3, 5: 0, 4: 0, 3: 0, 2: 0, 1: 2}"
47774,20021,b'Taiji Xiao Zi',N/A,"['Martial Arts', 'Kids']",26,64,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 2, 5: 0, 4: 0, 3: 2, 2: 0, 1: 4}"
50388,20022,b'Taiko no Tatsujin Anime Ba-Jon!',N/A,"['Comedy', 'Music', 'Kids']",?,230,"{10: 1, 9: 0, 8: 0, 7: 2, 6: 3, 5: 4, 4: 1, 3: 1, 2: 2, 1: 0}"
35138,20023,b'Taikong Lixianji',N/A,"['Action', 'Sci-Fi', 'Mecha', 'Kids']",26,424,"{10: 7, 9: 4, 8: 1, 7: 4, 6: 3, 5: 9, 4: 5, 3: 2, 2: 3, 1: 4}"
45876,20024,b'Taikong Tejing',N/A,['Kids'],26,40,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 2, 5: 0, 4: 1, 3: 0, 2: 0, 1: 1}"
48260,20025,b'Taikong Xiha Zu',N/A,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",26,128,"{10: 3, 9: 0, 8: 0, 7: 2, 6: 1, 5: 0, 4: 1, 3: 2, 2: 1, 1: 3}"
44842,20026,b'Taikong Xiongmao Lixian Ji',N/A,"['Adventure', 'Fantasy', 'Kids']",1,50,"{10: 1, 9: 0, 8: 0, 7: 0, 6: 3, 5: 0, 4: 0, 3: 0, 2: 0, 1: 2}"
38051,-,b'Rikaisha',6.15,"['Idols (Female)', 'Music']",1,"1,649","{10: 61, 9: 33, 8: 76, 7: 151, 6: 183, 5: 153, 4: 42, 3: 27, 2: 23, 1: 20}"
28715,-,b'Rusty Nail',6.15,"['Action', 'Sci-Fi', 'Music']",1,"1,452","{10: 50, 9: 39, 8: 84, 7: 171, 6: 191, 5: 142, 4: 63, 3: 23, 2: 24, 1: 17}"
51047,-,b'Kettobashita Moufu',6.14,['Music'],1,245,"{10: 3, 9: 5, 8: 14, 7: 34, 6: 47, 5: 13, 4: 7, 3: 2, 2: 3, 1: 5}"
54046,-,b'Be Authentic',6.14,"['Idols (Male)', 'Music']",1,215,"{10: 22, 9: 4, 8: 15, 7: 17, 6: 16, 5: 20, 4: 7, 3: 3, 2: 0, 1: 3}"
40830,-,"b'Bokura no Te ni wa Nanimo Nai kedo,'",6.14,"['Drama', 'Music']",1,230,"{10: 14, 9: 4, 8: 10, 7: 28, 6: 34, 5: 17, 4: 3, 3: 5, 2: 1, 1: 7}"
51233,-,b'Darkroom',6.14,"['Avant Garde', 'Music']",1,258,"{10: 7, 9: 7, 8: 14, 7: 35, 6: 36, 5: 21, 4: 7, 3: 4, 2: 4, 1: 3}"
43415,-,b'Kanchigaisei Han Kiboushou feat. Hatsune Miku',6.14,['Music'],1,331,"{10: 15, 9: 6, 8: 17, 7: 44, 6: 38, 5: 37, 4: 8, 3: 2, 2: 5, 1: 4}"
52649,-,b'Thank You Dropkick!',6.13,"['Comedy', 'Supernatural', 'Music']",1,506,"{10: 27, 9: 15, 8: 18, 7: 48, 6: 62, 5: 34, 4: 23, 3: 8, 2: 5, 1: 2}"
51513,-,b'Kruel Kreator',6.13,['Music'],1,239,"{10: 8, 9: 6, 8: 13, 7: 27, 6: 33, 5: 16, 4: 9, 3: 6, 2: 1, 1: 10}"
52382,-,b'Lyrical Monster',6.13,"['Idols (Female)', 'Music']",1,373,"{10: 13, 9: 12, 8: 16, 7: 57, 6: 46, 5: 38, 4: 14, 3: 6, 2: 11, 1: 5}"
43457,-,b'Magic',6.13,['Music'],1,266,"{10: 4, 9: 10, 8: 14, 7: 30, 6: 37, 5: 29, 4: 7, 3: 5, 2: 1, 1: 4}"
36725,-,b'Naisho no Hanashi',6.13,['Music'],1,"5,587","{10: 153, 9: 69, 8: 200, 7: 444, 6: 627, 5: 405, 4: 147, 3: 81, 2: 31, 1: 51}"
40112,-,b'Otome no Inori',6.13,['Music'],1,589,"{10: 19, 9: 20, 8: 19, 7: 43, 6: 68, 5: 53, 4: 16, 3: 5, 2: 5, 1: 10}"
42316,-,b'Suisei ni Nareta Nara',6.13,['Music'],3,242,"{10: 8, 9: 7, 8: 10, 7: 34, 6: 28, 5: 28, 4: 5, 3: 2, 2: 3, 1: 2}"
20365,-,b'Another: Misaki Mei - Shizukani',6.13,['Music'],1,"24,484","{10: 814, 9: 645, 8: 1168, 7: 2256, 6: 3326, 5: 2283, 4: 790, 3: 445, 2: 277, 1: 270}"
